URL,1st Level,2nd Level,3rd Level,4th Level,Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-5.1---prevent-unintended-access-to-the-infrastructure..html,Pillars of the Well-Architected Framework,Security,5 – Control the access to workload infrastructure,BP 5.1 – Prevent unintended access to the infrastructure,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-5.2---implement-least-privilege-policies-for-source-and-downstream-systems..html,Pillars of the Well-Architected Framework,Security,5 – Control the access to workload infrastructure,BP 5.2 – Implement least privilege policies for source and downstream systems,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-5.3---monitor-the-infrastructure-changes-and-the-user-activities-against-the-infrastructure..html,Pillars of the Well-Architected Framework,Security,5 – Control the access to workload infrastructure,BP 5.3 – Monitor the infrastructure changes and the user activities against the infrastructure,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-5.4---secure-the-audit-logs-that-record-every-data-or-resource-access-in-analytics-infrastructure..html,Pillars of the Well-Architected Framework,Security,5 – Control the access to workload infrastructure,BP 5.4 – Secure the audit logs that record every data or resource access in analytics infrastructure,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/reliability.html,Pillars of the Well-Architected Framework,Reliability,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-6.html,Pillars of the Well-Architected Framework,Reliability,6 – Design resilience for analytics workload,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-6.1-create-an-illustration-of-data-flow-dependencies..html,Pillars of the Well-Architected Framework,Reliability,6 – Design resilience for analytics workload,BP 6.1 – Create an illustration of data flow dependencies,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-6.2---monitor-analytics-systems-to-detect-analytics-or-etl-job-failures..html,Pillars of the Well-Architected Framework,Reliability,6 – Design resilience for analytics workload,"Best practice 6.2 – Monitor analytics systems to detect analytics or extract, transform and load (ETL) job failures",Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-6.3---notify-stakeholders-about-analytics-or-etl-job-failures..html,Pillars of the Well-Architected Framework,Reliability,6 – Design resilience for analytics workload,BP 6.3 – Notify stakeholders about analytics or ETL job failures,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-6.4-automate-the-recovery-of-analytics-and-etl-job-failures..html,Pillars of the Well-Architected Framework,Reliability,6 – Design resilience for analytics workload,BP 6.4 – Automate the recovery of analytics and ETL job failures,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-6.5---build-a-disaster-recovery-dr-plan-for-the-analytics-infrastructure-and-the-data..html,Pillars of the Well-Architected Framework,Reliability,6 – Design resilience for analytics workload,BP 6.5 – Build a disaster recovery (DR) plan for the analytics infrastructure and the data,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-7.html,Pillars of the Well-Architected Framework,Reliability,7 – Govern data and metadata changes,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-7.1---build-a-central-data-catalog-to-store-share-and-track-metadata-changes..html,Pillars of the Well-Architected Framework,Reliability,7 – Govern data and metadata changes,"BP 7.1 – Build a central Data Catalog to store, share, and track metadata changes",Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-7.2---monitor-for-data-quality-anomalies..html,Pillars of the Well-Architected Framework,Reliability,7 – Govern data and metadata changes,BP 7.2 – Monitor for data quality anomalies,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-7.3---trace-data-lineage..html,Pillars of the Well-Architected Framework,Reliability,7 – Govern data and metadata changes,BP 7.3 – Trace data lineage,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/performance-efficiency.html,Pillars of the Well-Architected Framework,Performance efficiency,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-8.html,Pillars of the Well-Architected Framework,Performance efficiency,8 – Choose the best-performing compute solution,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-8.1-identify-analytics-solutions-that-best-suit-your-technical-challenges..html,Pillars of the Well-Architected Framework,Performance efficiency,8 – Choose the best-performing compute solution,BP 8.1 – Identify analytics solutions that best suit your technical challenges,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-8.2---provision-the-compute-resources-to-the-location-of-the-data-storage..html,Pillars of the Well-Architected Framework,Performance efficiency,8 – Choose the best-performing compute solution,BP 8.2 – Provision the compute resources to the location of the data storage,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-8.3---define-and-measure-the-computing-performance-metrics..html,Pillars of the Well-Architected Framework,Performance efficiency,8 – Choose the best-performing compute solution,BP 8.3 – Define and measure the computing performance metrics,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-9.html,Pillars of the Well-Architected Framework,Performance efficiency,9 – Choose the best-performing storage solution,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-9.1---identify-critical-performance-criteria-for-your-storage-workload..html,Pillars of the Well-Architected Framework,Performance efficiency,9 – Choose the best-performing storage solution,BP 9.1 – Identify critical performance criteria for your storage workload,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-9.2-identify-evaluate-available-storage-options.html,Pillars of the Well-Architected Framework,Performance efficiency,9 – Choose the best-performing storage solution,BP 9.2 – Evaluate and confirm the available storage options for your compute solution,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-9.3---choose-the-optimal-storage-based-on-access-patterns-data-growth-and-the-performance-metrics..html,Pillars of the Well-Architected Framework,Performance efficiency,9 – Choose the best-performing storage solution,"BP 9.3 – Choose the optimal storage based on access patterns, data growth, and the performance requirements",Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-10.html,Pillars of the Well-Architected Framework,Performance efficiency,10 – Choose the best-performing file format and partitioning,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-10.1-select-format-based-on-data-write-frequency-and-patterns-for-append-only-vs.-in-place-update..html,Pillars of the Well-Architected Framework,Performance efficiency,10 – Choose the best-performing file format and partitioning,BP 10.1 – Select format based on data write frequency and patterns for append-only compared to in-place update,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-10.2-choose-data-formatting-based-on-your-data-access-pattern..html,Pillars of the Well-Architected Framework,Performance efficiency,10 – Choose the best-performing file format and partitioning,BP 10.2 – Choose data formatting based on your data access pattern,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-10.3---use-file-compression-to-reduce-number-of-files-and-to-improve-file-io-efficiency..html,Pillars of the Well-Architected Framework,Performance efficiency,10 – Choose the best-performing file format and partitioning,BP 10.3 – Utilize compression techniques to both decrease storage requirements and enhance I/O efficiency,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-10.4---partition-your-data-to-avoid-unnecessary-file-reads..html,Pillars of the Well-Architected Framework,Performance efficiency,10 – Choose the best-performing file format and partitioning,Best practice 10.4 – Partition your data to enable efficient data pruning and reduce unnecessary file reads,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/cost-optimization.html,Pillars of the Well-Architected Framework,Cost optimization,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-11.html,Pillars of the Well-Architected Framework,Cost optimization,11 – Choose cost-effective compute and storage solutions based on workload usage patterns,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-11.1---decouple-storage-from-compute..html,Pillars of the Well-Architected Framework,Cost optimization,11 – Choose cost-effective compute and storage solutions based on workload usage patterns,BP 11.1 – Decouple storage from compute,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-11.2---plan-and-provision-capacity-for-predictable-workload-usage..html,Pillars of the Well-Architected Framework,Cost optimization,11 – Choose cost-effective compute and storage solutions based on workload usage patterns,BP 11.2 – Plan and provision capacity for predictable workload usage,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-11.3---use-on-demand-instance-capacity-for-unpredictable-workload-usage..html,Pillars of the Well-Architected Framework,Cost optimization,11 – Choose cost-effective compute and storage solutions based on workload usage patterns,BP 11.3 – Use on-demand instances or serverless capacity for unpredictable workload usage,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-12.html,Pillars of the Well-Architected Framework,Cost optimization,12 – Build financial accountability models for data and workload usage,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-12.1---measure-data-storage-and-processing-costs-per-user-of-the-workload..html,Pillars of the Well-Architected Framework,Cost optimization,12 – Build financial accountability models for data and workload usage,BP 12.1 – Measure data storage and processing costs per user of the workload,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-12.2-build-local-or-centralized-data-analytics-platforms.html,Pillars of the Well-Architected Framework,Cost optimization,12 – Build financial accountability models for data and workload usage,Best practice 12.2 – Build local or build centralized data analytics platforms,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-12.3---restrict-and-record-resource-allocation-permissions-using-aws-identity-and-access-management-iam..html,Pillars of the Well-Architected Framework,Cost optimization,12 – Build financial accountability models for data and workload usage,BP 12.3 – Restrict and record resource allocation permissions using AWS Identity and Access Management (IAM),Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-13.html,Pillars of the Well-Architected Framework,Cost optimization,13 – Manage cost over time,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-13.1-remove-unused-data-and-infrastructure..html,Pillars of the Well-Architected Framework,Cost optimization,13 – Manage cost over time,BP 13.1 – Remove unused data and infrastructure,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-13.2---reduce-overprovisioning-infrastructure..html,Pillars of the Well-Architected Framework,Cost optimization,13 – Manage cost over time,Best practice 13.2 – Continuously evaluate your provisioned resources and identify overprovisioned workloads,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-13.3---evaluate-and-adopt-new-cost-effective-solutions..html,Pillars of the Well-Architected Framework,Cost optimization,13 – Manage cost over time,BP 13.3 – Evaluate and adopt new cost-effective solutions,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-14.html,Pillars of the Well-Architected Framework,Cost optimization,14 – Use optimal pricing models based on infrastructure usage patterns,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-14.1---evaluate-the-infrastructure-usage-patterns-and-choose-your-payment-options-accordingly..html,Pillars of the Well-Architected Framework,Cost optimization,14 – Use optimal pricing models based on infrastructure usage patterns,BP 14.1 – Evaluate the infrastructure usage patterns and choose your payment options accordingly,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-14.2---consult-with-your-finance-team-and-determine-optimal-payment-models..html,Pillars of the Well-Architected Framework,Cost optimization,14 – Use optimal pricing models based on infrastructure usage patterns,BP 14.2 – Consult with your finance team and determine optimal payment models,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/sustainability.html,Pillars of the Well-Architected Framework,Sustainability,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/design-principle-15.html,Pillars of the Well-Architected Framework,Sustainability,15 – Sustainability implementation guidance,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-15.1-define-organization-current-environmental-impact.html,Pillars of the Well-Architected Framework,Sustainability,15 – Sustainability implementation guidance,Best practice 15.1 – Define your organization’s current environmental impact,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-15.2-encourage-sustainable-thinking.html,Pillars of the Well-Architected Framework,Sustainability,15 – Sustainability implementation guidance,Best practice 15.2 – Encourage sustainable thinking,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-15.3-encourage-culture-of-data-minimization.html,Pillars of the Well-Architected Framework,Sustainability,15 – Sustainability implementation guidance,Best practice 15.3 – Encourage a culture of data minimization,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-15.4-implement-data-retention-processes-to-remove-redundant-data-from-your-analytics-environment..html,Pillars of the Well-Architected Framework,Sustainability,15 – Sustainability implementation guidance,BP 15.4 – Implement data retention processes to remove unnecessary data from your analytics environment,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-15.5-optimize-your-data-modeling-and-data-storage-for-efficient-data-retrieval..html,Pillars of the Well-Architected Framework,Sustainability,15 – Sustainability implementation guidance,BP 15.5 – Optimize your data modeling and data storage for efficient data retrieval,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-15.6-prevent-unnecessary-data-movement-between-systems-and-applications..html,Pillars of the Well-Architected Framework,Sustainability,15 – Sustainability implementation guidance,BP 15.6 – Prevent unnecessary data movement between systems and applications,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/best-practice-15.7-efficiently-manage-your-analytics-infrastructure-to-reduce-underutilized-resources.html,Pillars of the Well-Architected Framework,Sustainability,15 – Sustainability implementation guidance,BP 15.7 – Efficiently manage your analytics infrastructure to reduce underutilized resources,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/scenarios.html,Scenarios,,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/data-discovery.html,Scenarios,Data discovery,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/characteristics.html,Scenarios,Data discovery,Characteristics,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/s1-reference-architecture.html,Scenarios,Data discovery,Reference architecture,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/modern-data-architecture.html,Scenarios,Modern data architecture,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/characteristics-1.html,Scenarios,Modern data architecture,Characteristics,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/reference-architecture.html,Scenarios,Modern data architecture,Reference architecture,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/configuration-notes.html,Scenarios,Modern data architecture,Configuration notes,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/batch-data-processing.html,Scenarios,Batch data processing,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/characteristics-2.html,Scenarios,Batch data processing,Characteristics,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/reference-architecture-1.html,Scenarios,Batch data processing,Reference architecture,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/configuration-notes-1.html,Scenarios,Batch data processing,Configuration notes,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/streaming-ingest-and-stream-processing.html,Scenarios,Streaming ingest and stream processing,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/characteristics-3.html,Scenarios,Streaming ingest and stream processing,Characteristics,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/reference-architecture-2.html,Scenarios,Streaming ingest and stream processing,Reference architecture,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/operational-analytics.html,Scenarios,Operational analytics,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/characteristics-4.html,Scenarios,Operational analytics,Characteristics,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/section-17.html,Scenarios,Operational analytics,Reference architecture,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/configuration-notes-3.html,Scenarios,Operational analytics,Configuration notes,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/data-visualization.html,Scenarios,Data visualization,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/characteristics-5.html,Scenarios,Data visualization,Characteristics,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/reference-architecture-4.html,Scenarios,Data visualization,Reference architecture,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/configuration-notes-4.html,Scenarios,Data visualization,Configuration notes,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/data-mesh.html,Scenarios,Data mesh,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/data-mesh-characteristics.html,Scenarios,Data mesh,Characteristics,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/data-mesh-design.html,Scenarios,Data mesh,Design,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/data-mesh-reference-architecture.html,Scenarios,Data mesh,Reference architecture,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/conclusion.html,Conclusion,,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/contributors.html,Contributors,,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/document-revisions.html,Document revisions,,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/notices.html,Notices,,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/analytics-lens/glossary.html,AWS Glossary,,,,Analytic Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/machine-learning-lens.html,Abstract and introduction,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/well-architected-framework-pillars.html,Well-Architected Framework pillars,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/well-architected-machine-learning-lifecycle.html,Well-Architected machine learning lifecycle,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/well-architected-machine-learning-design-principles.html,Well-Architected machine learning design principles,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/well-architected-machine-learning.html,Well-Architected machine learning,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/ml-lifecycle-phase-business-goal.html,Well-Architected machine learning,Business goal identification lifecycle phase,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/operational-excellence-pillar-best-practices.html,Well-Architected machine learning,Business goal identification lifecycle phase,Operational excellence pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-01.html,Well-Architected machine learning,Business goal identification lifecycle phase,Operational excellence pillar best practices,MLOE-01: Develop the right skills with accountability and empowerment,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-02.html,Well-Architected machine learning,Business goal identification lifecycle phase,Operational excellence pillar best practices,MLOE-02: Discuss and agree on the level of model explainability,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-03.html,Well-Architected machine learning,Business goal identification lifecycle phase,Operational excellence pillar best practices,MLOE-03: Monitor model compliance to business requirements,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/security-pillar-best-practices.html,Well-Architected machine learning,Business goal identification lifecycle phase,Security pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-01.html,Well-Architected machine learning,Business goal identification lifecycle phase,Security pillar best practices,"MLSEC-01: Validate ML data permissions, privacy, software, and license terms",Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/reliability-pillar-best-practices.html,Well-Architected machine learning,Business goal identification lifecycle phase,Reliability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/performance-efficiency-pillar-best-practices.html,Well-Architected machine learning,Business goal identification lifecycle phase,Performance efficiency pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-01.html,Well-Architected machine learning,Business goal identification lifecycle phase,Performance efficiency pillar best practices,MLPER-01: Determine key performance indicators,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/cost-optimization-pillar-best-practices.html,Well-Architected machine learning,Business goal identification lifecycle phase,Cost optimization pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-01.html,Well-Architected machine learning,Business goal identification lifecycle phase,Cost optimization pillar best practices,MLCOST-01: Define overall return on investment (ROI) and opportunity cost,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-02.html,Well-Architected machine learning,Business goal identification lifecycle phase,Cost optimization pillar best practices,MLCOST-02: Use managed services to reduce total cost of ownership (TCO),Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/sustainability-pillar-best-practices.html,Well-Architected machine learning,Business goal identification lifecycle phase,Sustainability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-01.html,Well-Architected machine learning,Business goal identification lifecycle phase,Sustainability pillar best practices,MLSUS-01: Define the overall environmental impact or benefit,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/ml-lifecycle-phase-ml-problem-framing.html,Well-Architected machine learning,ML problem framing lifecycle phase,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/operational-excellence-pillar-best-practices-1.html,Well-Architected machine learning,ML problem framing lifecycle phase,Operational excellence pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-04.html,Well-Architected machine learning,ML problem framing lifecycle phase,Operational excellence pillar best practices,MLOE-04: Establish ML roles and responsibilities,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-05.html,Well-Architected machine learning,ML problem framing lifecycle phase,Operational excellence pillar best practices,MLOE-05: Prepare an ML profile template,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-06.html,Well-Architected machine learning,ML problem framing lifecycle phase,Operational excellence pillar best practices,MLOE-06: Establish model improvement strategies,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-07.html,Well-Architected machine learning,ML problem framing lifecycle phase,Operational excellence pillar best practices,MLOE-07: Establish a lineage tracker system,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-08.html,Well-Architected machine learning,ML problem framing lifecycle phase,Operational excellence pillar best practices,MLOE-08: Establish feedback loops across ML lifecycle phases,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-09.html,Well-Architected machine learning,ML problem framing lifecycle phase,Operational excellence pillar best practices,MLOE-09: Review fairness and explainability,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/security-pillar-best-practices-1.html,Well-Architected machine learning,ML problem framing lifecycle phase,Security pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-02.html,Well-Architected machine learning,ML problem framing lifecycle phase,Security pillar best practices,MLSEC-02: Design data encryption and obfuscation,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/reliability-pillar-best-practices-1.html,Well-Architected machine learning,ML problem framing lifecycle phase,Reliability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-01.html,Well-Architected machine learning,ML problem framing lifecycle phase,Reliability pillar best practices,MLREL-01: Use APIs to abstract change from model consuming applications,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-02.html,Well-Architected machine learning,ML problem framing lifecycle phase,Reliability pillar best practices,MLREL-02: Adopt a machine learning microservice strategy,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/performance-efficiency-pillar-best-practices-1.html,Well-Architected machine learning,ML problem framing lifecycle phase,Performance efficiency pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-02.html,Well-Architected machine learning,ML problem framing lifecycle phase,Performance efficiency pillar best practices,MLPER-02: Use purpose-built AI and ML services and resources,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-03.html,Well-Architected machine learning,ML problem framing lifecycle phase,Performance efficiency pillar best practices,MLPER-03: Define relevant evaluation metrics,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/cost-optimization-pillar-best-practices-1.html,Well-Architected machine learning,ML problem framing lifecycle phase,Cost optimization pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-03.html,Well-Architected machine learning,ML problem framing lifecycle phase,Cost optimization pillar best practices,MLCOST-03: Identify if machine learning is the right solution,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-04.html,Well-Architected machine learning,ML problem framing lifecycle phase,Cost optimization pillar best practices,MLCOST-04: Tradeoff analysis on custom versus pre-trained models,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/sustainability-pillar-best-practices-1.html,Well-Architected machine learning,ML problem framing lifecycle phase,Sustainability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-02.html,Well-Architected machine learning,ML problem framing lifecycle phase,Sustainability pillar best practices,MLSUS-02: Consider AI services and pre-trained models,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-03.html,Well-Architected machine learning,ML problem framing lifecycle phase,Sustainability pillar best practices,MLSUS-03: Select sustainable Regions,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/ml-lifecycle-architecture-diagram.html,Well-Architected machine learning,Lifecycle architecture diagram,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/ml-lifecycle-phase-data-processing.html,Well-Architected machine learning,Data processing lifecycle phase,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/data-collection.html,Well-Architected machine learning,Data processing lifecycle phase,Data collection,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/data-preparation.html,Well-Architected machine learning,Data processing lifecycle phase,Data preparation,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/data-preprocessing.html,Well-Architected machine learning,Data processing lifecycle phase,Data preparation,Data preprocessing,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/feature-engineering.html,Well-Architected machine learning,Data processing lifecycle phase,Data preparation,Feature engineering,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/operational-excellence-pillar-best-practices-2.html,Well-Architected machine learning,Data processing lifecycle phase,Operational excellence pillar best practices,,Machine Learning Lens
