URL,1st Level,2nd Level,3rd Level,4th Level,Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-10.html,Well-Architected machine learning,Data processing lifecycle phase,Operational excellence pillar best practices,MLOE-10: Profile data to improve quality,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-11.html,Well-Architected machine learning,Data processing lifecycle phase,Operational excellence pillar best practices,MLOE-11: Create tracking and version control mechanisms,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/security-pillar-best-practices-2.html,Well-Architected machine learning,Data processing lifecycle phase,Security pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-03.html,Well-Architected machine learning,Data processing lifecycle phase,Security pillar best practices,MLSEC-03: Ensure least privilege access,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-04.html,Well-Architected machine learning,Data processing lifecycle phase,Security pillar best practices,MLSEC-04: Secure data and modeling environment,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-05.html,Well-Architected machine learning,Data processing lifecycle phase,Security pillar best practices,MLSEC-05: Protect sensitive data privacy,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-06.html,Well-Architected machine learning,Data processing lifecycle phase,Security pillar best practices,MLSEC-06: Enforce data lineage,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-07.html,Well-Architected machine learning,Data processing lifecycle phase,Security pillar best practices,MLSEC-07: Keep only relevant data,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/reliability-pillar-best-practices-2.html,Well-Architected machine learning,Data processing lifecycle phase,Reliability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-03.html,Well-Architected machine learning,Data processing lifecycle phase,Reliability pillar best practices,MLREL-03: Use a data catalog,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-04.html,Well-Architected machine learning,Data processing lifecycle phase,Reliability pillar best practices,MLREL-04: Use a data pipeline,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-05.html,Well-Architected machine learning,Data processing lifecycle phase,Reliability pillar best practices,MLREL-05: Automate managing data changes,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/performance-efficiency-pillar-best-practices-2.html,Well-Architected machine learning,Data processing lifecycle phase,Performance efficiency pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-04.html,Well-Architected machine learning,Data processing lifecycle phase,Performance efficiency pillar best practices,MLPER-04: Use a modern data architecture,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/cost-optimization-pillar-best-practices-2.html,Well-Architected machine learning,Data processing lifecycle phase,Cost optimization pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-05.html,Well-Architected machine learning,Data processing lifecycle phase,Cost optimization pillar best practices,MLCOST-05: Use managed data labeling,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-06.html,Well-Architected machine learning,Data processing lifecycle phase,Cost optimization pillar best practices,MLCOST-06: Use data wrangler tools for interactive analysis,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-07.html,Well-Architected machine learning,Data processing lifecycle phase,Cost optimization pillar best practices,MLCOST-07: Use managed data processing capabilities,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-08.html,Well-Architected machine learning,Data processing lifecycle phase,Cost optimization pillar best practices,MLCOST-08: Enable feature reusability,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/sustainability-pillar-best-practices-2.html,Well-Architected machine learning,Data processing lifecycle phase,Sustainability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-04.html,Well-Architected machine learning,Data processing lifecycle phase,Sustainability pillar best practices,MLSUS-04: Minimize idle resources,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-05.html,Well-Architected machine learning,Data processing lifecycle phase,Sustainability pillar best practices,MLSUS-05: Implement data lifecycle policies aligned with your sustainability goals,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-06.html,Well-Architected machine learning,Data processing lifecycle phase,Sustainability pillar best practices,MLSUS-06: Adopt sustainable storage options,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/ml-lifecycle-phase-model-development.html,Well-Architected machine learning,Model development lifecycle phase,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/model-training-and-tuning.html,Well-Architected machine learning,Model development lifecycle phase,Model training and tuning,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/model-evaluation.html,Well-Architected machine learning,Model development lifecycle phase,Model evaluation,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/operational-excellence-pillar-best-practices-3.html,Well-Architected machine learning,Model development lifecycle phase,Operational excellence pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-12.html,Well-Architected machine learning,Model development lifecycle phase,Operational excellence pillar best practices,MLOE-12: Automate operations through MLOps and CI/CD,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-13.html,Well-Architected machine learning,Model development lifecycle phase,Operational excellence pillar best practices,MLOE-13: Establish reliable packaging patterns to access approved public libraries,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/security-pillar-best-practices-3.html,Well-Architected machine learning,Model development lifecycle phase,Security pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-08.html,Well-Architected machine learning,Model development lifecycle phase,Security pillar best practices,MLSEC-08: Secure governed ML environment,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-09.html,Well-Architected machine learning,Model development lifecycle phase,Security pillar best practices,MLSEC-09: Secure inter-node cluster communications,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-10.html,Well-Architected machine learning,Model development lifecycle phase,Security pillar best practices,MLSEC-10: Protect against data poisoning threats,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/reliability-pillar-best-practices-3.html,Well-Architected machine learning,Model development lifecycle phase,Reliability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-06.html,Well-Architected machine learning,Model development lifecycle phase,Reliability pillar best practices,MLREL-06: Enable CI/CD/CT automation with traceability,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-07.html,Well-Architected machine learning,Model development lifecycle phase,Reliability pillar best practices,MLREL-07: Ensure feature consistency across training and inference,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-08.html,Well-Architected machine learning,Model development lifecycle phase,Reliability pillar best practices,MLREL-08: Ensure model validation with relevant data,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-09.html,Well-Architected machine learning,Model development lifecycle phase,Reliability pillar best practices,MLREL-09: Establish data bias detection and mitigation,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/performance-efficiency-pillar-best-practices-3.html,Well-Architected machine learning,Model development lifecycle phase,Performance efficiency pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-05.html,Well-Architected machine learning,Model development lifecycle phase,Performance efficiency pillar best practices,MLPER-05: Optimize training and inference instance types,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-06.html,Well-Architected machine learning,Model development lifecycle phase,Performance efficiency pillar best practices,MLPER-06: Explore alternatives for performance improvement,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-07.html,Well-Architected machine learning,Model development lifecycle phase,Performance efficiency pillar best practices,MLPER-07: Establish a model performance evaluation pipeline,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-08.html,Well-Architected machine learning,Model development lifecycle phase,Performance efficiency pillar best practices,MLPER-08: Establish feature statistics,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-09.html,Well-Architected machine learning,Model development lifecycle phase,Performance efficiency pillar best practices,MLPER-09: Perform a performance trade-off analysis,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-10.html,Well-Architected machine learning,Model development lifecycle phase,Performance efficiency pillar best practices,MLPER-10: Detect performance issues when using transfer learning,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/cost-optimization-pillar-best-practices-3.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-09.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-09: Select optimal computing instance size,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-10.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-10: Use managed build environments,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-11.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-11: Select local training for small scale experiments,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-12.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-12: Select an optimal ML framework,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-13.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-13: Use automated machine learning,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-14.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-14: Use managed training capabilities,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-15.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-15: Use distributed training,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-16.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-16: Stop resources when not in use,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-17.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-17: Start training with small datasets,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-18.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-18: Use warm-start and checkpointing hyperparameter tuning,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-19.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-19: Use hyperparameter optimization technologies,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-20.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-20 - Setup budget and use resource tagging to track costs,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-21.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-21: Enable data and compute proximity,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-22.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-22: Select optimal algorithms,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-23.html,Well-Architected machine learning,Model development lifecycle phase,Cost optimization pillar best practices,MLCOST-23: Enable debugging and logging,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/sustainability-pillar-best-practices-3.html,Well-Architected machine learning,Model development lifecycle phase,Sustainability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-07.html,Well-Architected machine learning,Model development lifecycle phase,Sustainability pillar best practices,MLSUS-07: Define sustainable performance criteria,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-08.html,Well-Architected machine learning,Model development lifecycle phase,Sustainability pillar best practices,MLSUS-08: Select energy-efficient algorithms,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-09.html,Well-Architected machine learning,Model development lifecycle phase,Sustainability pillar best practices,MLSUS-09: Archive or delete unnecessary training artifacts,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-10.html,Well-Architected machine learning,Model development lifecycle phase,Sustainability pillar best practices,MLSUS-10: Use efficient model tuning methods,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/ml-lifecycle-phase-deployment.html,Well-Architected machine learning,Deployment lifecycle phase,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/operational-excellence-pillar-for-model-deployment-to-production-best-practices.html,Well-Architected machine learning,Deployment lifecycle phase,Operational excellence pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-14.html,Well-Architected machine learning,Deployment lifecycle phase,Operational excellence pillar best practices,MLOE-14: Establish deployment environment metrics,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/security-pillar-for-model-deployment-to-production-best-practices.html,Well-Architected machine learning,Deployment lifecycle phase,Security pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-11.html,Well-Architected machine learning,Deployment lifecycle phase,Security pillar best practices,MLSEC-11: Protect against adversarial and malicious activities,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/reliability-pillar-for-model-deployment-to-production-best-practices.html,Well-Architected machine learning,Deployment lifecycle phase,Reliability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-10.html,Well-Architected machine learning,Deployment lifecycle phase,Reliability pillar best practices,MLREL-10: Automate endpoint changes through a pipeline,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-11.html,Well-Architected machine learning,Deployment lifecycle phase,Reliability pillar best practices,MLREL-11: Use an appropriate deployment and testing strategy,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/performance-efficiency-pillar-for-model-deployment-to-production-best-practices.html,Well-Architected machine learning,Deployment lifecycle phase,Performance efficiency pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-11.html,Well-Architected machine learning,Deployment lifecycle phase,Performance efficiency pillar best practices,MLPER-11: Evaluate cloud versus edge options for machine learning deployment,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-12.html,Well-Architected machine learning,Deployment lifecycle phase,Performance efficiency pillar best practices,MLPER-12: Choose an optimal deployment option in the cloud,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/cost-optimization-pillar-for-model-deployment-to-production-best-practices.html,Well-Architected machine learning,Deployment lifecycle phase,Cost optimization pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-24.html,Well-Architected machine learning,Deployment lifecycle phase,Cost optimization pillar best practices,MLCOST-24: Use appropriate deployment option,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-25.html,Well-Architected machine learning,Deployment lifecycle phase,Cost optimization pillar best practices,MLCOST-25: Explore cost effective hardware options,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-26.html,Well-Architected machine learning,Deployment lifecycle phase,Cost optimization pillar best practices,MLCOST-26: Right-size the model hosting instance fleet,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/sustainability-pillar-for-model-deployment-to-production-best-practices.html,Well-Architected machine learning,Deployment lifecycle phase,Sustainability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-11.html,Well-Architected machine learning,Deployment lifecycle phase,Sustainability pillar best practices,MLSUS-11: Align SLAs with sustainability goals,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-12.html,Well-Architected machine learning,Deployment lifecycle phase,Sustainability pillar best practices,MLSUS-12: Use efficient silicon,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-13.html,Well-Architected machine learning,Deployment lifecycle phase,Sustainability pillar best practices,MLSUS-13: Optimize models for inference,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-14.html,Well-Architected machine learning,Deployment lifecycle phase,Sustainability pillar best practices,MLSUS-14: Deploy multiple models behind a single endpoint,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/ml-lifecycle-phase-monitoring.html,Well-Architected machine learning,Monitoring lifecycle phase,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/operational-excellence-pillar-best-practices-5.html,Well-Architected machine learning,Monitoring lifecycle phase,Operational excellence pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-15.html,Well-Architected machine learning,Monitoring lifecycle phase,Operational excellence pillar best practices,MLOE-15: Enable model observability and tracking,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mloe-16.html,Well-Architected machine learning,Monitoring lifecycle phase,Operational excellence pillar best practices,"MLOE-16: Synchronize architecture and configuration, and check for skew across environments",Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/security-pillar-best-practices-5.html,Well-Architected machine learning,Monitoring lifecycle phase,Security pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-12.html,Well-Architected machine learning,Monitoring lifecycle phase,Security pillar best practices,MLSEC-12: Restrict access to intended legitimate consumers,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsec-13.html,Well-Architected machine learning,Monitoring lifecycle phase,Security pillar best practices,MLSEC-13: Monitor human interactions with data for anomalous activity,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/reliability-pillar-best-practices-5.html,Well-Architected machine learning,Monitoring lifecycle phase,Reliability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-12.html,Well-Architected machine learning,Monitoring lifecycle phase,Reliability pillar best practices,MLREL-12: Allow automatic scaling of the model endpoint,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlrel-13.html,Well-Architected machine learning,Monitoring lifecycle phase,Reliability pillar best practices,MLREL-13: Ensure a recoverable endpoint with a managed version control strategy,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/performance-efficiency-pillar-best-practices-5.html,Well-Architected machine learning,Monitoring lifecycle phase,Performance efficiency pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-13.html,Well-Architected machine learning,Monitoring lifecycle phase,Performance efficiency pillar best practices,MLPER-13: Evaluate model explainability,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-14.html,Well-Architected machine learning,Monitoring lifecycle phase,Performance efficiency pillar best practices,MLPER-14: Evaluate data drift,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-15.html,Well-Architected machine learning,Monitoring lifecycle phase,Performance efficiency pillar best practices,"MLPER-15: Monitor, detect, and handle model performance degradation",Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-16.html,Well-Architected machine learning,Monitoring lifecycle phase,Performance efficiency pillar best practices,MLPER-16: Establish an automated re-training framework,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-17.html,Well-Architected machine learning,Monitoring lifecycle phase,Performance efficiency pillar best practices,MLPER-17: Review for updated data/features for retraining,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlper-18.html,Well-Architected machine learning,Monitoring lifecycle phase,Performance efficiency pillar best practices,MLPER-18: Include human-in-the-loop monitoring,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/cost-optimization-pillar-best-practices-5.html,Well-Architected machine learning,Monitoring lifecycle phase,Cost optimization pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-27.html,Well-Architected machine learning,Monitoring lifecycle phase,Cost optimization pillar best practices,MLCOST-27: Monitor usage and cost by ML activity,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-28.html,Well-Architected machine learning,Monitoring lifecycle phase,Cost optimization pillar best practices,MLCOST-28: Monitor Return on Investment for ML models,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlcost-29.html,Well-Architected machine learning,Monitoring lifecycle phase,Cost optimization pillar best practices,MLCOST-29: Monitor endpoint usage and right-size the instance fleet,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/sustainability-pillar-best-practices-5.html,Well-Architected machine learning,Monitoring lifecycle phase,Sustainability pillar best practices,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-15.html,Well-Architected machine learning,Monitoring lifecycle phase,Sustainability pillar best practices,MLSUS-15: Measure material efficiency,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/mlsus-16.html,Well-Architected machine learning,Monitoring lifecycle phase,Sustainability pillar best practices,MLSUS-16: Retrain only when necessary,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/conclusion.html,Conclusion,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/contributors.html,Contributors,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/references.html,References,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/document-history.html,Document history,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/best-practices-by-pillar.html,Best practices arranged by pillar,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/best-practices-by-ml-lifecycle-phase.html,Best practices by ML lifecycle phase,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/notices.html,Notices,,,,Machine Learning Lens
https://docs.aws.amazon.com/wellarchitected/latest/machine-learning-lens/glossary.html,AWS Glossary,,,,Machine Learning Lens
